xml:id,forename,surname,addName,role,trait_texts,birth_date,birth_place,death_date,death_place,nationality,works,ulan,bnf,viaf,isni,vat,wikidata
Antigonus,,Antigonus,Antigonus; Antigono,,,,,,,,,,,,,,
Antinous,Antinoüs,Antinoüs,Antinoüs; Antinous,favori et amant de l'empereur romain Hadrien (vers 111-vers 130),favori,0111,Bolu,0130-10,Nil,Rome antique,,,12503835w,121611023,0000000108050457,495/27700,Q171876
SainteMarguerite,Marguerite d',Antioche,Marguerite d'Antioche; Saincte Marguerite,martyre et sainte chrétienne,mémorialiste,0292,Antioche de Pisidie,0307,Antioche de Pisidie,,,,,37718719,0000000026222198,,Q297742
Antiochos,Antiochos,Antiochos,père de Séleucos Ier,père de Séleucos Ier,militaire | Père de Séleucos Ier,0400,Orestide,0400,N/A,,,,,,,,Q579596
Antiphile,Antiphilos,Antiphile,Antiphilos; Antiphilus; Antiphile; Antifolo; Anphile,peintre de la Grèce antique,artiste peintre,0400-01-01,Égypte,0360,N/A,,,500072194,,96187201,,,Q581959
Anthistene,Antisthène,Antisthène,,philosophe antique,,0445-00-00,Le Pirée,0365-01-01,Athènes,Athènes,,,13197870p,79142539,000000011030089X,495/26571,Q179149
Antisthene,Antisthène,Antisthène le Corroyeur,Antisthène; Antistene le Corroyeur,philosophe antique,philosophe,0445,Le Pirée,0365-01-01,Athènes,Athènes,,,13197870p,79142539,000000011030089X,495/26571,Q179149
MarcAntoine,Marc Antoine,Antoine,Marc Antoine; Marc Antonin,"triumvir, homme d'État romain","homme politique de la Rome antique, militaire romain",0083-01-14,Rome,0030-08-01,Alexandrie,Rome antique,,500354061,120495433,88759462,0000000116835537,495/44132,Q51673
Antee,Antée,Antée,Antée; Anteo,personnage légendaire des mythologies grecque et berbère,"roi | géant, fils de Poséidon",,N/A,,N/A,,,,150680152,15929217,,,Q272006
Apama,Apama,Apama,épouse de Séleucos Ier,souveraine du royaume séleucide,consort | épouse de Séleucos Ier,0400-01-01,N/A,,N/A,,,,,,,,Q237626
Apaturius,,Apaturius,Apaturio,,,,,,,,,,,,,,
Apelle,Apelle,Apelle,Apelle; Appelles; Apellés; Appellés; Appelle; Apellés; Apelles; APELLE; Apelli; Apele,peintre grec de l'Antiquité,"artiste peintre, écrivain ou écrivaine",0370,Colophon,0306,Kos,,,500021288,120266228,3783931,0000000382064480,,Q216822
PetrusApianus,Petrus,Apianus,L'Ingolstadius; Inglo Stadio,astronome et mathématicien allemand,"mathématicien ou mathématicienne, astronome, cartographe, professeur ou professeure d'université, cosmographe, éditeur ou éditrice,
            géographe, imprimeur ou imprimeuse, éditeur ou éditrice | Aussi connu sous le nom de L'Ingolstadius.",1495-04-16,Leisnig,1552-04-21,Ingolstadt,électorat de Saxe,,,12515640m,88640422,0000000118162508,495/23452,Q58662
Apollodore,Apollodore,Apollodore,Apollodore; Apollodore Athenien; Apollodoro Ateniese; Apollodoro; Apolodore,peintre athénien,artiste peintre,0500-01-01,Attique,0460,N/A,Athènes,,500093884,,62342239,,,Q522080
Apollon,Apollon,Apollon,Apolline; Apollo Pythien; Apollone; Apollon; Appollo; Apollo; Phæbus; Apolon; Febo,"dieu de la musique, de la poésie, des oracles et des épidémies dans la religion grecque antique et la mythologie grecque","Sauroctones, archer ou archère | Son équivalent romain serait Phébus (ou Phœbus). En italien, on trouve aussi la forme ""Apolline"".",,Délos,,N/A,,,,11950847r,3261638,,,Q37340
Apollonius,,Apollonius,Appollonius; Apollonius,,,,,,,,,,,,,,
Appien,Appien,Appien,Appien; Appian Alexandrin; Appian,historien grec de l'époque romaine,"historien ou historienne, écrivain ou écrivaine, avocat ou avocate, fonctionnaire",0095,Alexandrie,0165,Rome,Rome antique,,,120075773,108993357,0000000118628005,495/53035,Q190368
Aquilon,Aquilon,Aquilon,Aquilon,"Dieu romain des vents du Nord, froids et violents",N/A,,N/A,,N/A,,,,,,,,Q2859290
ThomasAquin,Thomas d',Aquin,Thomas d’Aquin; Saint Thomas d’Aquin,"religieux de l’ordre dominicain, théologien, philosophe, docteur de l'Église (1225-1274)","théologien ou théologienne, professeur, prêtre catholique de rite romain, philosophe, écrivain ou écrivaine, théologien catholique,
            frère, professeur de théologie",1225-01-25,Roccasecca,1274-03-07,abbaye de Fossanova,,,500330859,11926496p,100910150,0000000453792101,495/52490,Q9438
Arachne,Arachné,Arachné,Arachné; Aragne,"femme de la mythologie grecque qui excellait dans l'art du tissage, métamorphosée en araignée",tisserand,,N/A,,N/A,,,,124050757,205157641039938221309,,,Q190082
AlphonseV,Alphonse,Aragon,Alphonse V; Alphonse Roy de Naples; Alfonse premier; Roy Alfonse,"roi d'Aragon, de Valence, de Naples, de Sicile et de Sardaigne (1416–1458)","souverain, homme d'État | Roi de Naples sous le nom d'Alphonse Ier",1396-02-24,Medina del Campo,1458-06-27,Castello dell’ovo,couronne de Castille,,500373207,13322037b,74665955,0000000395772582,,Q312304
Arcadius,Arcadius,Arcadius,Flavius Arcadius; Arcadius,empereur romain d'Orient de 395 à 408,personnalité politique,0377-01-01,Hispanie,0408-05-01,Constantinople,Empire byzantin,,,12356604g,5728388,0000000108511794,495/74991,Q159369
Archifrone,,Archifrone,Archifrone,,"D'après Lomazzo, Archifrone serait selon Strabon l'architecte ayant conçu le Temple d'Artémis d'Ephèse.",,,,,,,,,,,,
GiuseppeArchimboldo,Giuseppe,Archimboldo,Giuseppe Arcimboldi; Archimboldi; Arcimboldo; Arcimboldi,peintre Maniériste italien (1527–1593),N/A,1527-01-01,Milano,1593-07-11,Milano,duché de Milan,,500028171,12288158z,22412735,0000000115621633,495/75809,Q7751
Archimede,,Archimède,Archimède; Archimede; Archimedi,physicien et mathématicien grec de Sicile,"mathématicien ou mathématicienne, physicien ou physicienne, astronome, inventeur, ingénieur militaire, philosophe, ingénieur ou
            ingénieure",0287,Syracuse ancienne,0212-01-01,Syracuse ancienne,Syracuse ancienne,,500087166,12026533n,29547910,0000000122778575,495/58569,Q8739
Archite,,Archite,Archite,,,,,,,,,,,,,,
ArchelaosI,Archélaos,Archélaos Ier,Archélaos Ier de Macédoine; Archelaüs Roi de Macedoine; Archelaus,roi de Macédoine de la dynastie des Argéades,"roi, sportif ou sportive",0500-01-01,royaume de Macédoine,0399-01-01,royaume de Macédoine,royaume de Macédoine,,,16490749t,303154329444526970008,0000000358101034,,Q26846
GaleazzoArconati,Galeazzo,Arconati,Galeazzo Arconati; Galeazzo Lonato,n/a,N/A,1580,Milan,1649-11-09,Milan,,,500313498,,237869440,,,Q47009360
ArdicesDeCorinthe,Aridicès,Ardicès de Corinthe,Aridicès; Ardice de Corinthe; Ardices de Corinte; Ardice Corinthien; Ardice Corinthio; Ardice,peintre antique,artiste peintre,,Corinthe antique,,N/A,,,,,,,,Q3622541
Arellius,,Arellius,N/A; Arellius,n/a,artiste peintre,,N/A,,N/A,Rome antique,,,,,,,Q4788796
MarchionneAretino,Marchionne,Aretino,Marchione,n/a,architecte,1250,Arezzo,,N/A,,,,,,,,Q60841695
PietroAretino,Pietro,Aretino,L'Arétin; Pierre Aretino; P. Aretino; l’Aretin; l'Aretin; Aretin,écrivain et dramaturge italien,N/A,1492-04,Arezzo,1556-10-21,Venezia,république de Venise,,500290983,13197293p,66609417,0000000121020148,495/26584,Q296272
SpinelloAretino,Spinello,Aretino,SPINELLO; Spinello,peintre italien,"Great-uncle of Niccolò Spinelli (1430-1514), medalist. Student of Nardo and probably student of Agnolo Gaddi (died 1396), painter.
            Comment on works: religious",1350,Arezzo,1410-03-14,Arezzo,Italie,,500030643,14602940z,19930886,0000000066569620,495/62098,Q287934
PellegrinoAretusi,Pellegrino,Aretusi,Pellegrin de Modéne; Pelegrino de Modene; PELLEGRIN DE MODENE; Pelegrin de Modene; Pellegrino da Modena,peintre italien,Comment on works: Religious,1460-01-01,Modène,1523-01-01,N/A,,,500032007,,95878803,0000000117767193,,Q2698667
MargaritoArezzo,"Margarito, d'",Arezzo,Margaritoné; MARGARITONE,"artist, painter",Comment on works: religious,1240-01-01,Arezzo,1290,N/A,Italie,,500025562,,172198027,,,Q2518566
Argellius,,Argellius,Argellius,,A écrit sur l'architecture selon Monier,,,,,,,,,,,,
Ariane,Ariane,Ariane,Ariane,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,,77109359,,,Q184874
JosephDArimathie,"Joseph, d’",Arimathie,Joseph d'Arimathie; Giuseppe d'Arimatìa; Joseph d'Arimathée; Joseph d’Arimathie,personnage du Nouveau Testament,législateur ou législatrice,0100,N/A,0100,N/A,,,,,70097830,,,Q271474
LudovicoAriosto,Ludovico,Ariosto,Ariosto; Arioste,poète italien de la Renaissance,N/A | dit l'Arioste,1474-09-08,Reggio nell'Emilia,1533-07-06,Ferrara,,,500313522,11889084c,71386455,0000000121385817,495/74903,Q48900
AeliusAristide,Aelius,Aristide,Aelius Aristide; Aelian Aristide,écrivain et rhéteur grec de l'Antiquité,"écrivain ou écrivaine, philosophe",0117-11-26,Hadrianoi,0189-01-01,N/A,Rome antique,,,12042117r,89043754,000000044940193X,495/26152,Q354431
Aristodeme,Artistodémé,Aristodème,Artistodémé; Aristodeme de Carie; Aristodeme,"personnage de la mythologie grecque, fille de Priam",N/A,,N/A,,N/A,,,,,,,,Q15816269
Aristophane,,Aristophane,Aristophane,dramaturge grec antique,"auteur comique, dramaturge, poète ou poétesse, écrivain ou écrivaine",0448,Athènes,0386-01-01,Athènes,Athènes,,500288125,118890862,20962036,000000012123391X,495/37139,Q43353
Aristote,Aristote,Aristote,Aristote; Aristotile; Aristorele; Aristotele,philosophe grec de l'Antiquité (384-322 av. J.-C.),"biologiste, cosmologiste, logicien ou logicienne, zoologiste, critique littéraire, mathématicien ou mathématicienne, éthicien ou
            éthicienne, épistémologue, philosophe politique, polymathe, philosophe du langage, écrivain ou écrivaine, philosophe, astronome,
            géographe, enseignant ou enseignante, tuteur ou tutrice, ontologiste, physicien ou physicienne, théologien ou théologienne,
            psychologue",0384,Stagire,0322,Chalcis,,,500259120,13091331s,7524651,0000000123748095,495/54341,Q868
GeorgesDArmagnac,Georges d',Armagnac,Georges d'Armagnac; Cardinal d'Armainac,cardinal et diplomate français,"prêtre catholique, philosophe, diplomate, évêque catholique",1501,Gascogne,1585-07-10,Avignon,France,,,13044678z,59219003,0000000061379959,,Q1772423
GiovanniBattistiArmenini,Giovanni Battista Giovan Battista,Armenini,Giovan Battista Armellino; Giovanbattista Armelino; Gio. Battista Armellino; Gio. Battista Armenini; J. Armenini; Armenini; Armelino,"author, artist, writers, painter",N/A,1530-01-01,Faenza,1609-05-13,Faenza,,,500091976,121568547,61585284,0000000118388240,495/2053,Q5563697
LouisDArpajon,Louis d',Arpajon,Louis d’Arpajon; Monsieur le Viscomte d'Arpajou,général français,"diplomate, militaire | Comte puis Duc d'Arpajon de 1635 à 1679",1590-01-01,N/A,1679-04-01,Sévérac-le-Château,France,,,15588062v,81597703,0000000055905430,,Q1872093
Guariento,Guariento,Arpo,Guariento; Guerriero de Padoue,peintre italien,"He was the leading painter of his time in Padua and is first recorded there as a master in 1338. He also worked in Venice. Guariento was
            recorded in Padua in December 1367, but he had died by 22 September 1370. Comment on works: religious | Guerriero de Padoue chez Monier ?",1310-01-01,Piove di Sacco,1370-01-01,Padoue,,,500115816,14897111k,3364123,0000000385735198,,Q1391765
Arrien,Arrien,Arrien,Arrien; Arrian,historien et écrivain grec du IIe siècle,"historien ou historienne, personnalité politique, philosophe, militaire, écrivain ou écrivaine",0089-01-01,Nicomédie,0175-01-01,Athènes,Rome antique,,,130917071,100192636,0000000121451319,495/44196,Q31845
ArsinoeII,Arsinoé,Arsinoé II,Arsinoé II; Arsinoe,"princesse macédonienne, fille de Ptolémée Ier",monarque,0316-01-01,Memphis,0270-01-01,Alexandrie,,,,124860487,265492796,0000000382401176,,Q40234
Artaxerxes,Artaxerxès,Artaxerxès,Artaxerxès Ier; Artaxerxes; Artaxerces; Artaxertes,roi achéménide,souverain,0500-01-01,N/A,0424-12,Suse,,,,,30953676,0000000067019487,495/160276,Q189689
ArtaxiasI,Artaxias,Artaxias Ier,Artaxias Ier; Artaxes,roi d'Arménie,souverain,,N/A,0160,N/A,royaume d'Arménie,,,,58068231,,,Q319478
ArtemiseI,Artémise,Artémise Iere,Artémise Ire; Reine Artemise; Artemisia; Artemise,satrape d'Halicarnasse,"personnalité politique, chef militaire",0500,Halicarnasse,0500,Éphèse,Empire achéménide,,,,85154981788167740655,0000000119027383,,Q232128
Asclepios,Asclépios,Asclepios,Asclépios; Esculapio; Aesculape; Asclepio; Esculape,dieu gréco-romain de la médecine,N/A | Son équivalent romain serait Esculape.,,N/A,,N/A,,,,,64798430,,,Q83223
Asclepiodore,,Asclépiodore,Asclepiodoro; Asclepiodore; Asclépiodore; Asclepidoro,,,,,,,,,,,,,,
AsiaNymphe,Asia,Asia,Asia; Nymphe Asie,Océanide de la mythologie grecque,N/A | Autre nom de Clymène ? Epouse du Titan Japet,,N/A,,N/A,,,,,,,,Q605744
TizianoAspetti,Tiziano,Aspetti,Titien de Padouë,sculpteur italien,dit Tiziano Minio Titien de Padouë chez Monier,1559,Padova,1606-01-01,Pisa,république de Venise,,500030358,170004665,72281238,0000000083935776,,Q323978
SaintFrancois,François d',Assise,François d'Assise; Santi Francesco; santo Francesco; Saint François; saint Francois; San Francesco; S. Francesco; S. François,"saint catholique et fondateur de l'ordre franciscain, fin XIIe - début XIIIe siècle","poète ou poétesse, diacre catholique, écrivain religieux, écrivain ou écrivaine, prédicateur, missionnaire, clerc régulier, clerc
            catholique romain, fondateur ou fondatrice, pèlerin, théologien ou théologienne, mystique, fondateur d'ordre",1182-06-24,Assise,1226-10-03,Portioncule,,,500349636,11903378b,87832561,0000000122826901,495/17155,Q676555
Astaroth,Astaroth,Astaroth,Astaroth; Astarot,démon,N/A | déesse phénicienne,,N/A,,N/A,,,,,,,,Q830172
Astarte,Astarté,Astarté,Astarté; Astarthon,"déesse connue dans tout le Proche-Orient, de l'âge du bronze à l'Antiquité",N/A,,N/A,,N/A,,,,,805767,,,Q130274
Atalante,Atalante,Atalante,Atalante; Atalente,"personnage de la mythologie grecque, argonaute",N/A,,N/A,,N/A,,,,150680183,25489909,,,Q190323
Atargatis,Atargatis,Atargatis,Décerto; Atargate,ancienne divinité du nord de la Syrie,N/A | Divinité (assyrienne?) mentionnée par Lomazzo (Idea). On trouve aussi Dercéto chez les Grecs.,,N/A,,N/A,,,,,52482662,,,Q221735
Athenodore,Athénodore,Athenodore,Athénodore; Athenodore,sculpteur grec,"sculpteur ou sculptrice, architecte",0100,Rhodes,0100-01-01,N/A,Rhodes,,500007132,,69726398,0000000010551974,,Q182235
Damon,"Damon, d'",Athènes,Damon le Musicien; Demone; Demon; Damon,théoricien de la musique antique,"personnalité politique, musicologue, théoricien ou théoricienne de la musique, philosophe",0450,Athènes,,N/A,Athènes,,,17131686c,107145541818596600229,,,Q2346819
GlyconAthenes,Glycon; d',Athènes,Glycon d'Athènes; Glicon d’Athénes; Glicon Atenien; Glicon Aténien,sculpteur grec,sculpteur ou sculptrice,0100-01-01,Athènes,0060,N/A,,,500038154,,95922336,,,Q707097
Metrodore,Metrodore d',Athènes,Métrodoros d'Athènes; Metrodoro; Metrodore,peintre et philosophe antique,"artiste peintre, philosophe",,N/A,,N/A,,,,,,,,Q721095
Philon,"Philon, d'",Athènes,Philon d’Athènes; Philon,architecte antique,architecte,0400-01-01,N/A,0360,N/A,Athènes,,,,22939737,,,Q240499
Philostrate,"Philostrate, d'",Athènes,Philostrate d'Athènes; Philostrate; Filostrate; Filostrato,orateur et biographe romain de langue grecque du IIe siècle,"écrivain ou écrivaine, sophiste, orateur ou oratrice, philosophe",0170-01-01,Lemnos,0250,Athènes,Rome antique,,,13092089h,250889454,0000000453030326,495/52674,Q2274948
Atlas,,,,,,,,,,,,,12246100b,5728390,,,Q130818
AttaleII,Attale,Attale II,Attale II Philadelphe; Attalus,roi de Pergame (220-138 av. J.-C.),personnalité politique,0220-01-01,N/A,0138-01-01,Pergame,,,500356585,179477600,13098237,0000000454384337,,Q312431
IsottadegliAtti,"Isotta, degli",Atti,Isotta degli Atti,n/a,aristocrate | st une noble italienne du XVe siècle. Elle est la troisième épouse de Sigismond Malatesta.,1432,Rimini,1474-07-09,N/A,,,500065720,,250892407,0000000371310930,,Q1168634
TitusAtticus,Titus Pomponius,Atticus,Atticus; Pomponius Atticus; Attique,"chevalier romain, ami et correspondant de Cicéron","écrivain ou écrivaine, philosophe, banquier, poète ou poétesse, historien romain de l'antiquité, annaliste, homme politique de la Rome
            antique",0109,Rome antique,0032,Rome,Rome antique,,,12390277z,178490045,0000000356098695,495/37156,Q311733
Attila,Attila,Attila,Attila; Attilla,roi des Huns de 434 à 453,chef de tribu | Roi des Huns de 434 à 453,0395,N/A,0453,Pannonie,Empire hunnique,,500372098,11960874v,48005872,0000000108022077,,Q36724
Auguste,Auguste,Auguste,Auguste; Octavian Auguste; Cesare Augusto; Octavian Cesar; Auguste Cesar; Octavian; Octavien,premier empereur romain de 27 av. J.-C. à 14,"homme politique de la Rome antique, militaire romain",0063,Rome,0014-08-19,Nola,Rome antique,,500058949,12326866z,18013086,0000000121227317,495/51125,Q1405
AuluGelle,Aulu-Gelle,Aulu-Gelle,Aulu-Gelle; Aule Gelle; Gellio,grammairien et compilateur latin de la Rome antique,"écrivain ou écrivaine, juriste, grammairien, compilateur ou compilatrice, militaire, poète ou poétesse, philosophe",0123,Rome,0165,Rome,Rome antique,,,11886402k,100198334,0000000120967225,495/30769,Q294800
Aurelien,Aurélien,Aurelien,Aurélien; Aurelien,empereur romain de 270 à 275,personnalité politique | Empereur romain de 270 à 275.,0214-09-09,Sirmium,0275-09-25,Çorlu,Rome antique,,,12318705r,77109448,000000012140570X,495/7709,Q46780
